Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,Attr19,Attr20,Attr21,Attr22,Attr23,Attr24,Attr25,Attr26,Attr27,Attr28,Attr29,Attr30,Attr31,Attr32,Attr33,Attr34,Attr35,Attr36,Attr37,Attr38,Attr39,Attr40,Attr41,Attr42,Attr43,Attr44,Attr45,Attr46,Attr47,Attr48,Attr49,Attr50,Attr51,Attr52,Attr53,Attr54,Attr55,Attr56,Attr57,Attr58,Attr59,Attr60,Attr61,Attr62,Attr63,Attr64
0.032677,0.65465,0.21638000000000002,1.3428,-69473.0,0.0,0.034133,0.52754,4.6143,0.34535,0.064576,0.054077,0.016787,0.034133,3084.7,0.11832999999999999,1.5275,0.034133,0.007397,26.329,1.4155,0.064574,0.007081999999999999,0.20893,0.2033,0.1161,2.1211,1.4197,2.9615,0.14102,0.013078,50.507,7.2424,6.983,0.05273099999999999,4.6143,25.918000000000003,0.36521,0.011428,0.034551,0.20223,0.013994,65.321,38.992,0.098174,0.8154899999999999,26.575,0.021246,0.004604,1.2947,0.6312,0.13807,2.2658,2.3961,198.02,0.011428,0.09461900000000001,0.99731,0.057507,13.863,9.3609,49.928999999999995,7.3103,30.274
0.06992899999999999,0.58907,0.29299000000000003,1.52,-16.807000000000002,0.19982,0.089171,0.66959,1.053,0.39444,0.089171,0.15827,0.046773,0.089171,2030.9,0.17972,1.6976,0.089171,0.039395,62.507,1.5165,0.1084,0.030894,0.24356999999999998,0.39444,0.14706,0.5042800000000001,2.0403,4.3325,0.25133,0.039395,95.67,3.8152,0.18400999999999998,0.1084,2.2822,18.273,0.42008999999999996,0.047889,0.044582,0.15481,0.047889,134.05,71.541,0.1804,0.8320200000000001,65.821,0.091698,0.040511,1.4538,0.56342,0.26211,2.7469,2.9255,6300.2,0.050342000000000005,0.17729,0.9496600000000001,0.065038,5.8393,5.1019,90.854,4.0174,15.763
0.041276,0.46983,0.16414,1.7394,-43.513000000000005,0.0,0.041276,1.1284,0.92914,0.53017,0.059437000000000004,0.18592999999999998,0.11288,0.041276,1635.1,0.22323,2.1284,0.041276,0.044424,100.19,1.016,0.059437000000000004,0.044424,0.22746,0.447,0.22323,3.2729,0.26738,3.9938,0.50234,0.061038,89.527,4.077,1.9264,0.024048,0.92914,0.65299,0.7309100000000001,0.025882,0.062528,0.12728,0.06397,146.24,46.041000000000004,0.16183,0.59046,102.86,-0.0041659999999999996,-0.004484,0.82186,0.222,0.24528000000000003,0.86366,1.1907,1618.2,0.025882,0.077855,0.9578200000000001,0.37864000000000003,3.6429,7.9277,87.21,4.1853,1.5136
0.064261,0.48938000000000004,0.18519000000000002,1.7219,3.2703,0.1711,0.083217,0.88661,1.0834,0.43388999999999994,0.083217,0.3244,0.093422,0.083217,1323.8,0.27571,2.0434,0.083217,0.057617999999999996,42.199,1.1463,0.12115,0.044494,0.23756,0.43388999999999994,0.23698000000000002,0.90885,0.33171999999999996,5.477,0.28325,0.057617999999999996,70.23899999999999,5.1966,0.24756999999999998,0.12115,1.4723,1.1799,0.66674,0.083885,0.33865,0.093074,0.083885,89.677,47.479,0.38485,1.071,45.72,0.06944299999999999,0.048081,0.9026,0.25653000000000004,0.19244,0.77718,1.1943,55542.0,0.077015,0.14811,0.9229799999999999,0.53667,8.6496,7.6877,64.829,5.6302,2.5869999999999997
0.23828000000000002,0.30691,0.3195,2.2164,6.3901,0.7157399999999999,0.29577,2.2583,1.143,0.69309,0.29577,1.1261,0.13351,0.29577,342.66,1.0652,3.2582,0.29577,0.12079000000000001,41.416000000000004,1.0478,0.30785999999999997,0.097313,0.89286,0.69309,0.8779100000000001,1.4371,0.76464,4.5214,0.087143,0.12079000000000001,44.751999999999995,8.1561,1.0031,0.30785999999999997,2.5167,6.8759,0.73735,0.12573,0.37204,0.029763,0.12573,72.211,30.796,0.8576299999999999,1.1586,47.339,0.27671,0.113,1.8968,0.26266,0.12261,1.6587,1.7646,10614.0,0.12512,0.3438,0.8748799999999999,0.063856,8.8131,11.852,39.152,9.3226,5.8602
0.13225,0.093814,0.38725,6.8588,91.473,0.0,0.16592,9.6594,1.3452,0.9061899999999999,0.1737,2.5103,0.16385,0.16592,155.36,2.3493,10.659,0.16592,0.12335,18.086,1.1908,0.1736,0.098315,0.41595,0.60013,1.9904,22.329,0.70839,3.5016,0.006208,0.12908,18.425,19.81,13.957,0.035823,1.3452,13.950999999999999,0.9339,0.026631000000000002,1.3194,0.013711000000000001,0.12905999999999998,99.348,81.262,1.9841,5.8503,18.581,0.11912,0.08855700000000001,4.8323,0.066097,0.050481,1.6577,1.7084,1229.2,0.026631000000000002,0.14594000000000001,0.88818,0.030587,20.180999999999997,4.4916,17.935,20.352,2.4607
-0.013297,0.61852,0.06715800000000001,1.1509,-69.312,-0.31834,-0.015088999999999998,0.6167699999999999,1.3311,0.38148000000000004,0.012728,-0.033906,0.036302999999999995,-0.015088999999999998,4671.9,0.078127,1.6168,-0.015088999999999998,-0.011336,82.928,1.0711,0.011292,-0.00999,0.033303,-0.33164,0.081024,0.40592,0.13767000000000001,4.3073,0.46435,0.009562000000000001,122.75,2.9734,2.1394,0.007877,1.3311,1.21,0.55483,0.005917,0.017322,0.27599,0.008483,138.33,55.4,-0.043969,0.47131999999999996,83.42200000000001,-0.05212000000000001,-0.039156,0.8280700000000001,0.44501999999999997,0.33631,0.78201,1.1373,1362.7,0.005917,-0.034857,1.0112,0.4544,4.4014,6.5885,122.03,2.9911,2.7287
0.03731,0.81221,-0.23901,0.53362,-121.71,0.093303,0.047011000000000004,0.20546,1.0490000000000002,0.16688,0.047011000000000004,0.09173200000000001,0.11064,0.047011000000000004,2395.0,0.1524,1.2312,0.047011000000000004,0.042019,30.398000000000003,1.0516,0.048516000000000004,0.033348,0.11204000000000001,0.16688,0.14046,0.4549,-0.32897,4.9527,0.70262,0.042019,175.39,2.0811,0.059733,0.048516000000000004,1.1487,0.6015,0.46662,0.043365,0.055765999999999996,0.21313000000000001,0.043365,79.89399999999999,49.496,0.40043,0.35181,31.886999999999997,-0.028255000000000002,-0.025255,0.33669,0.51248,0.48052,0.22969,0.64225,-21435.0,0.046723,0.22357,0.9532799999999999,1.7961,12.008,7.3743,167.19,2.1831,1.5399
0.089523,0.40302,0.18991,1.5224,-25.5,0.34967,0.11417999999999999,1.4491,1.0891,0.58402,0.11417999999999999,0.31404,0.11985,0.11417999999999999,867.69,0.42066000000000003,2.4813,0.11417999999999999,0.080713,69.904,1.1139,0.13581,0.06328500000000001,0.44051,0.58402,0.35949000000000003,1.0457,0.42531,4.1192,0.2819,0.080713,102.17,3.5724,0.33699,0.13581,1.4497,7.1623,0.62347,0.09600800000000001,0.031122000000000004,0.06931,0.09600800000000001,139.89,69.988,0.33044,0.7771899999999999,76.135,0.080455,0.056875,1.3733,0.36357,0.27992,1.3079,1.3963,2499.0,0.081845,0.15329,0.91815,0.067552,5.2215,5.2152,93.809,3.8909,3.168
0.051674,0.31059000000000003,0.29568,1.9532,40.939,0.13801,0.066245,2.1295,1.0390000000000001,0.66142,0.066245,0.21355,0.052568,0.066245,1045.1,0.34926,3.2197,0.066245,0.032102,12.812000000000001,1.0561,0.075547,0.025041,0.18068,0.66142,0.30235,0.38039,0.7502300000000001,5.278,0.10409000000000002,0.032102,57.011,6.4023,0.24323000000000003,0.075547,2.0672,1380.3,0.66181,0.036610000000000004,0.31587,0.086698,0.036610000000000004,89.836,77.024,0.7134,1.7197,13.312000000000001,0.033313999999999996,0.016144,1.9507,0.31021,0.15619,1.6782,1.6792,56079.0,0.037581,0.078125,0.96242,0.000584,28.49,4.7388,54.868,6.6523,5.236000000000001
0.080313,0.44217,0.25732,2.2099,-36.391,0.20151,0.1007,1.2204,1.1723,0.53962,0.1007,0.47348,0.14181,0.1007,1297.6,0.28128000000000003,2.2616,0.1007,0.11481,137.37,1.1483,0.129,0.091573,0.24927,0.53962,0.23518000000000003,1.7243,0.48552,4.3008,0.50257,0.11481,103.76,3.5177,0.29175,0.129,0.88064,0.6097199999999999,0.7691100000000001,0.14709,0.008828,0.095213,0.14709,194.82,57.453,0.24331999999999998,0.65794,161.03,0.10532000000000001,0.12009,1.0629,0.21268,0.28426999999999997,1.0181,1.4512,5143.8,0.14698,0.14883,0.8530200000000001,0.42528999999999995,2.6571,6.3531,88.51,4.1238,1.6548
0.16105999999999998,0.5804,-0.04356,0.9105200000000001,-60.88399999999999,0.23565999999999998,0.16105999999999998,0.5594,1.0082,0.32466999999999996,0.16105999999999998,0.33085,0.15175,0.16105999999999998,902.09,0.40460999999999997,1.723,0.16105999999999998,0.10407999999999999,46.527,1.1091,-0.014175,0.10407999999999999,0.23919,0.32466999999999996,0.40460999999999997,-0.09235,-0.07824099999999999,4.5898,0.37137,0.10407999999999999,115.76,3.153,-0.024424,-0.014175,1.7837,2.6289999999999996,0.41823999999999995,-0.00916,0.024572,0.32018,-0.00916,101.72,55.198,0.81647,0.50531,46.909,-0.087948,-0.05683,0.76373,0.48683000000000004,0.31716,0.58317,0.75125,-1693.8,0.008140000000000001,0.49608,0.9918600000000001,0.2882,7.8449,6.6126,114.82,3.1789,2.7797
-0.053228,0.70409,-0.070373,0.89274,-113.59,0.014458000000000002,-0.062654,0.38816,0.9715,0.2733,-0.062654,-0.095498,-0.015639,-0.062654,-11556.0,-0.031586,1.4203,-0.062654,-0.044059,45.882,0.8177300000000001,-0.029077999999999996,-0.03743,0.02365,0.2733,-0.018198,-0.19865,-0.16985999999999998,4.7818,0.49282,-0.044059,163.6,2.2311,-0.041298,-0.029077999999999996,1.4471,8.4773,0.3213,-0.020447,0.30977,2.0418,-0.020447,98.169,52.287,-0.29777,0.62027,44.574,-0.069492,-0.048867,0.8318700000000001,0.65608,0.44821000000000005,0.65967,0.77554,-4257.6,-0.029338,-0.19476,1.0293,0.17565,7.9553,6.9807,168.4,2.1675,3.4325
0.023703000000000002,0.29206,0.063109,1.2399,-12.947000000000001,0.07646900000000001,0.029172000000000003,2.1593,1.0164,0.63064,0.029172000000000003,0.1109,0.032125,0.029172000000000003,1094.2,0.33357,3.424,0.029172000000000003,0.009618999999999999,19.714000000000002,1.0064,0.030507,0.007816,0.097773,0.63064,0.31484,0.10225,0.093657,5.0232,0.063083,0.009618999999999999,32.18,11.343,0.10446,0.030507,3.0665,5.5976,0.65965,0.01006,0.39887,0.097228,0.01006,26.628,6.9139,0.14470999999999998,0.61724,20.037,-0.037742000000000005,-0.012445999999999999,1.1168,0.26305,0.08816399999999999,0.93589,0.9789399999999999,6657.2,0.016125,0.037585,0.98388,0.045995999999999995,18.515,52.792,31.660999999999998,11.527999999999999,4.5005
0.11534000000000001,0.19973,0.3942,3.6508,40.174,0.0,0.14473,4.0068,1.2266,0.80027,0.16525,0.97321,0.19917,0.14473,298.42,1.2231,5.0068,0.14473,0.11799000000000001,77.672,1.041,0.16524,0.094036,0.25682,0.73398,1.0759999999999998,8.0521,0.86244,3.9706,0.0963,0.12865,50.515,7.2965,5.4328,0.15203,1.2503,5.6976,0.84975,0.12395,0.70486,0.025141999999999998,0.13471,130.37,52.696000000000005,0.4419,1.8956,87.79899999999999,0.065675,0.05354400000000001,2.7183,0.14870999999999998,0.13705,1.7508,1.8591,3683.8,0.12395,0.14413,0.88425,0.061826,4.6993,6.9266,44.254,8.2479,2.6835
0.6722600000000001,0.15953,0.79713,9.16,200.02,0.0,0.6722600000000001,5.2684,1.58,0.84047,0.69444,6.8818,0.4405,0.6722600000000001,83.665,4.3627,6.2684,0.6722600000000001,0.42549,59.863,1.5389,0.61847,0.42549,1.3148,0.8256700000000001,4.3627,27.892,7.5784,3.8297,-0.004926,0.42666000000000004,36.299,10.055,6.1573,0.5977100000000001,1.58,13.167,0.88875,0.3783,1.7682,0.008281,0.39144,166.81,106.95,2.5943,6.5073,96.29,0.5947600000000001,0.37643000000000004,5.6091,0.097687,0.099451,7.9905,8.4495,5385.2,0.3783,0.79987,0.60035,0.057444,6.0972,3.4128,22.566999999999997,16.174,15.020999999999999
0.065999,0.6086199999999999,0.3447,1.5966,3.7556,0.0,0.085516,0.6430600000000001,1.8784,0.39138,0.096176,0.14802,0.06891699999999999,0.085516,1716.1,0.2127,1.6431,0.085516,0.045527,54.155,1.4982,0.095468,0.035136,0.18742,0.22759000000000001,0.18062999999999999,8.9565,4.4449,3.6665,0.32387,0.05012,118.4,3.0828,2.9264,0.09726900000000001,1.8784,20.857,0.42223999999999995,0.051784000000000004,0.083367,0.14553,0.050825,169.89,115.74,0.23681999999999997,1.1142,57.111999999999995,0.051533,0.027435,1.5156,0.57776,0.32438,5.0469,5.4449,1599.4,0.051784000000000004,0.16863,0.95449,0.078865,6.7399,3.1538,112.27,3.2511,24.221999999999998
0.069413,0.48833000000000004,0.19308,1.4098,7.6475,0.30967,0.08895299999999999,0.98903,1.0608,0.48296999999999995,0.08895299999999999,0.1888,0.073244,0.08895299999999999,1411.4,0.2586,2.0478,0.08895299999999999,0.051592,32.93,1.1008,0.099985,0.040258999999999996,0.39089,0.48296999999999995,0.21859,0.61519,0.57505,5.0493,0.28234000000000004,0.051592,105.81,3.4496,0.20475,0.099985,1.7612,29.609,0.50015,0.057990999999999994,0.011303,0.11692000000000001,0.057990999999999994,139.49,106.56,0.44623,1.0797,34.934,0.062654,0.036338999999999996,1.3602,0.47115,0.28989000000000004,1.4384,1.4896,21629.0,0.057356,0.14372000000000001,0.9426399999999999,0.035571,11.084000000000001,3.4254,99.741,3.6595,5.135
0.0066430000000000005,1.218,-0.13335,0.75674,-50.52,-0.01885,0.009747,-0.17898,1.4161,-0.218,0.075763,0.017781,0.050151,0.009747,6260.1,0.058306,0.8210200000000001,0.009747,0.006883,11.005,1.0668,0.07520800000000001,0.004691,0.043829,-0.2683,0.055758,1.1392,-0.22788000000000003,5.5419,0.82699,0.050301,149.41,2.443,1.0995,0.076863,1.4161,0.56609,0.43937,0.054278999999999994,0.091611,0.29748,0.053111,93.98,82.975,0.15559,0.67885,11.637,0.013937999999999999,0.009843000000000001,0.34058,0.5481699999999999,0.40933,-0.37254,0.75084,-46443.0,0.054278999999999994,-0.030473,0.99313,-3.0155,33.167,4.3989,141.3,2.5832,2.4199
0.29668,0.31961999999999996,0.3111,1.9972,-39.202,-0.00035800000000000003,0.29668,2.1287,1.6329,0.68038,0.30113,0.9510299999999999,0.20423,0.29668,349.83,1.0434,3.1287,0.29668,0.1817,94.675,1.41,0.0,0.1817,0.48199,0.60646,1.0434,0.0,0.82535,4.7362,0.19247999999999998,0.36339,101.05,3.6121,3.5256,0.020933,1.6329,45.722,0.68474,0.012819999999999998,0.037161,0.28955,0.0,136.69,42.011,0.7005,0.6396,137.19,-0.036795,-0.022534000000000002,1.9494,0.31196,0.27685,1.805,1.8166,16948.0,0.30989,0.43606000000000006,0.6931,0.006414,3.8553,8.6882,69.734,5.2341,4.3319
0.092835,0.24865,0.27771,3.1823,35.082,0.05251,0.12414000000000001,3.0217,1.2802,0.75135,0.12905999999999998,0.97549,0.15266,0.12414000000000001,464.39,0.78598,4.0217,0.12414000000000001,0.096965,45.998999999999995,1.1694,0.12715,0.072514,0.20551999999999998,0.6251800000000001,0.66009,25.804000000000002,0.46671,4.2274,0.04848,0.097255,38.384,9.5093,4.8667,0.07012,1.2802,22.608,0.76212,0.054771,1.5086,0.041766000000000005,0.09932,60.724,14.725,0.5754,1.9144,48.663999999999994,0.055853999999999994,0.043628,1.6286,0.12725999999999998,0.10515999999999999,1.2627,1.2808,4688.2,0.054771,0.12355999999999999,0.9075,0.014341999999999999,7.935,24.788,36.281,10.06,2.1515
-0.013109,0.89386,-0.15314,0.82801,-120.97,-0.12265,-0.029332999999999998,0.076099,0.94011,0.068022,-0.029332999999999998,-0.032944,0.015361000000000001,-0.029332999999999998,13076.0,0.027913999999999998,1.1187,-0.029332999999999998,-0.018058,91.631,2.4798,-0.12320999999999999,-0.008071,-0.13887,0.068022,0.046064,-0.71312,-0.5828300000000001,4.3305,0.54533,-0.018058,188.09,1.9405,-0.13785,-0.12320999999999999,1.7361,94.846,0.071496,-0.07585599999999999,0.010675,-0.42633000000000004,-0.07585599999999999,163.53,71.899,-0.032148,0.37003,86.14299999999999,-0.1775,-0.10927,0.8247899999999999,0.89039,0.5153300000000001,0.25889,0.27211,-3278.1,-0.06371,-0.19272,1.0637,0.051068,3.9834,5.0765,200.08,1.8243,6.1821
0.066053,0.5724899999999999,0.16177,1.5319999999999998,467.5,0.0,0.084598,0.7467600000000001,3.1589,0.42751000000000006,0.092068,0.27823000000000003,0.05155,0.084598,1283.2,0.28445,1.7468,0.084598,0.02678,13.259,1.1077,0.090392,0.020909999999999998,0.136,0.33698,0.25206,12.100999999999999,0.30284,3.6627,0.14059000000000002,0.029144999999999997,34.98,10.522,5.5883,-0.013663,3.1589,3.8912,0.51774,-0.004325,0.43601,0.11316,0.028614999999999998,38.506,25.247,0.57563,1.1546,13.092,0.012145,0.0038450000000000003,0.8136800000000001,0.30405,0.095039,0.80032,0.9692200000000001,744.1,-0.004325,0.15450999999999998,1.0151,0.21104,27.529,14.457,35.132,10.389000000000001,5.9136
0.068723,0.77317,0.27778,1.4580000000000002,-15.164000000000001,-0.002031,0.08570900000000001,0.29338000000000003,2.0812,0.22683000000000003,0.18281,0.14132999999999998,0.043633,0.08570900000000001,3107.7,0.11745,1.2934,0.08570900000000001,0.041183,59.397,1.6276,0.1419,0.033020999999999995,0.22613000000000003,0.22493000000000002,0.095479,1.4614,2.3994,4.42,0.35103,0.041456,113.69,3.2105,2.5183,0.13415,2.0812,5.4974,0.32606999999999997,0.064456,0.10471,0.17532,0.06818400000000001,143.94,84.54299999999999,0.20292000000000002,0.89959,63.489,0.13681,0.065734,1.1436,0.60645,0.31146999999999997,1.9594,2.8166,7306.4,0.064456,0.30296999999999996,0.9597600000000001,0.43749,6.1451,4.3173,106.36,3.4317,17.977
0.014223,0.78005,-0.043135,0.92299,-10437.0,0.0,0.014066999999999998,0.28197,1.1594,0.21995,0.050813,0.025115000000000002,0.012133,0.014066999999999998,20241.0,0.018033,1.2819999999999998,0.014066999999999998,0.012133,137.18,1.4146,0.035595,0.012268000000000001,0.02139,0.21515,0.018233000000000003,0.9686899999999999,-0.089296,5.0968,0.66986,0.035102999999999995,205.29,1.7827,1.28,0.022757,1.1594,0.67979,0.33941,0.019629,0.015773,0.73048,0.030701999999999997,159.97,22.785999999999998,0.032641,0.145,159.29,0.035595,0.030701999999999997,0.66271,0.56008,0.56094,0.45533,0.7026399999999999,-5390.7,0.14106,0.064664,0.89291,0.54314,2.6607,16.019000000000002,176.33,2.07,2.4001
0.0,0.56367,-0.29153,0.42268,-703.82,0.14762999999999998,-0.047599,0.7741,0.24803000000000003,0.43633,-0.0077859999999999995,-0.094262,-0.031954,-0.047599,-25959.0,-0.014061,1.7741,-0.047599,-0.19191,77.35,1.0175,-0.007831999999999999,0.0,0.67192,0.32356999999999997,0.070385,-0.19671,-0.37063,5.6605,1.8326,-0.19191,865.01,0.42711000000000005,0.38263,-0.010124,0.24803000000000003,2.7406,0.49504,-0.040817,0.21611,0.59007,-0.031575,153.5,76.153,0.0,0.31859,88.95299999999999,-0.047505,-0.19153,0.37866,0.5049600000000001,2.3413,0.55474,0.62937,-133410.0,0.14093,0.0,1.0301,0.13452999999999998,4.7188,4.793,743.11,0.49118,0.31533
